対象ID,モード,編成,種族ID,Lv,試行数,勝利数,勝率%,勝利時平均R,勝利時最大R,初手戦闘不能あり%,MPが0になった戦闘%,相乗効果平均発動数
chapter:roam3_1:1,第二章,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,3304,100,100,100,1,1,0,0,0
chapter:roam3_1:1,第二章,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,3304,100,100,100,1,1,0,0,1
chapter:roam3_1:1,第二章,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,3304,100,100,100,1.02,2,0,0,1.86
chapter:roam3_1:2,第二章,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,3808,100,100,100,1,1,0,0,0
chapter:roam3_1:2,第二章,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,3808,100,100,100,1,1,0,0,1
chapter:roam3_1:2,第二章,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,3808,100,100,100,1.01,2,0,0,1.88
chapter:roam3_1:3,第二章,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,4312,100,100,100,1,1,0,0,0
chapter:roam3_1:3,第二章,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,4312,100,100,100,1,1,0,0,1
chapter:roam3_1:3,第二章,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,4312,100,100,100,1.01,2,0,0,1.88
chapter:roam3_1:4,第二章,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,4816,100,100,100,1,1,0,0,0
chapter:roam3_1:4,第二章,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,4816,100,100,100,1,1,0,0,1.93
chapter:roam3_1:4,第二章,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,4816,100,100,100,1,1,0,0,1
chapter:roam3_1:5,第二章,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,5320,100,100,100,1,1,0,0,0
chapter:roam3_1:5,第二章,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,5320,100,100,100,1,1,0,0,1.92
chapter:roam3_1:5,第二章,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,5320,100,100,100,1,1,0,0,1.01
chapter:roam3_3:0,第二章,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,4800,100,100,100,2,2,0,0,3
chapter:roam3_3:0,第二章,【双藤】ネヴィア / 【双藤】エルミナ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_nevia / ch2_elmina / ch2_aure / ch2_noelle,4800,100,100,100,2,2,0,0,0.73
chapter:roam3_3:0,第二章,【竜姫】ドラシア / 【竜姫】リュシエ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_dracia / ch2_rucie / ch2_mirea / ch2_viola,4800,100,100,100,2.01,3,0,0,2.07
chapter:roam3_3:1,第二章,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,5664,100,100,100,2,2,0,0,2.27
chapter:roam3_3:1,第二章,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,5664,100,100,100,2,2,0,0,2.2
chapter:roam3_3:1,第二章,【竜姫】ドラシア / 【竜姫】リュシエ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_dracia / ch2_rucie / ch2_mirea / ch2_viola,5664,100,100,100,2,2,0,0,1
chapter:roam3_3:2,第二章,【返誓】ロスティア / 【返誓】アルテア / 【星刻】エイレーネ / 【星刻】イリデル,ch2_rostia / ch2_althea / ch2_eirene / ch2_iridelle,6528,100,100,100,1.04,2,0,0,1.02
chapter:roam3_3:2,第二章,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,6528,100,100,100,1.97,2,0,0,2.06
chapter:roam3_3:2,第二章,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,6528,100,100,100,2,2,0,0,2.01
chapter:roam3_3:3,第二章,【返誓】ロスティア / 【返誓】アルテア / 【星刻】エイレーネ / 【星刻】イリデル,ch2_rostia / ch2_althea / ch2_eirene / ch2_iridelle,7392,100,100,100,1.02,2,0,0,1
chapter:roam3_3:3,第二章,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,7392,100,100,100,1.03,2,0,0,0.98
chapter:roam3_3:3,第二章,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,7392,100,100,100,2,2,0,0,2
chapter:roam3_3:4,第二章,【返誓】ロスティア / 【返誓】アルテア / 【星刻】エイレーネ / 【星刻】イリデル,ch2_rostia / ch2_althea / ch2_eirene / ch2_iridelle,8256,100,100,100,1.01,2,0,0,0.22
chapter:roam3_3:4,第二章,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,8256,100,100,100,1.01,2,0,0,0.96
chapter:roam3_3:4,第二章,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,8256,100,100,100,2,2,0,0,0.01
chapter:roam3_3:5,第二章,【返誓】ロスティア / 【返誓】アルテア / 【星刻】エイレーネ / 【星刻】イリデル,ch2_rostia / ch2_althea / ch2_eirene / ch2_iridelle,9120,100,100,100,1,1,0,0,0.22
chapter:roam3_3:5,第二章,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,9120,100,100,100,1.01,2,0,0,0.1
chapter:roam3_3:5,第二章,【星糸】セレス / 【星糸】ルミナ / 【誓姫】リリエット / 【誓姫】ロゼット,ch2_celes / ch2_lumina / ch2_lyriet / ch2_rosette,9120,100,100,100,1.05,2,0,0,1.02
chapter:roam3_4:0,第二章,【返誓】ロスティア / 【返誓】アルテア / 【星刻】エイレーネ / 【星刻】イリデル,ch2_rostia / ch2_althea / ch2_eirene / ch2_iridelle,4300,100,100,100,1.91,3,0,0,1.39
chapter:roam3_4:0,第二章,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,4300,100,100,100,2,2,0,0,3.27
chapter:roam3_4:0,第二章,【星糸】セレス / 【星糸】ルミナ / 【誓姫】リリエット / 【誓姫】ロゼット,ch2_celes / ch2_lumina / ch2_lyriet / ch2_rosette,4300,100,100,100,2.04,3,0,0,3.01
chapter:roam3_4:1,第二章,【返誓】ロスティア / 【返誓】アルテア / 【星刻】エイレーネ / 【星刻】イリデル,ch2_rostia / ch2_althea / ch2_eirene / ch2_iridelle,5074,100,100,100,1.19,2,0,0,1.08
chapter:roam3_4:1,第二章,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,5074,100,100,100,1.94,2,0,0,1.12
chapter:roam3_4:1,第二章,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,5074,100,100,100,2,2,0,0,3.91
chapter:roam3_4:2,第二章,【返誓】ロスティア / 【返誓】アルテア / 【星刻】エイレーネ / 【星刻】イリデル,ch2_rostia / ch2_althea / ch2_eirene / ch2_iridelle,5848,100,100,100,1.27,2,0,0,1.87
chapter:roam3_4:2,第二章,【竜姫】ドラシア / 【竜姫】リュシエ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_dracia / ch2_rucie / ch2_mirea / ch2_viola,5848,100,100,100,1.99,2,0,0,1.84
chapter:roam3_4:2,第二章,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,5848,100,100,100,2,2,0,0,3.18
chapter:roam3_4:3,第二章,【返誓】ロスティア / 【返誓】アルテア / 【星刻】エイレーネ / 【星刻】イリデル,ch2_rostia / ch2_althea / ch2_eirene / ch2_iridelle,6622,100,100,100,1.09,2,0,0,1.92
chapter:roam3_4:3,第二章,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,6622,100,100,100,1.99,2,0,0,3.06
chapter:roam3_4:3,第二章,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,6622,100,100,100,2,2,0,0,3.08
chapter:roam3_4:4,第二章,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,7396,100,100,100,1.05,2,0,0,0.99
chapter:roam3_4:4,第二章,【返誓】ロスティア / 【返誓】アルテア / 【星刻】エイレーネ / 【星刻】イリデル,ch2_rostia / ch2_althea / ch2_eirene / ch2_iridelle,7396,100,100,100,1.06,2,0,0,1.97
chapter:roam3_4:4,第二章,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,7396,100,100,100,1.98,2,0,0,3.06
chapter:roam3_4:5,第二章,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,8170,100,100,100,1,1,0,0,0.1
chapter:roam3_4:5,第二章,【返誓】ロスティア / 【返誓】アルテア / 【星刻】エイレーネ / 【星刻】イリデル,ch2_rostia / ch2_althea / ch2_eirene / ch2_iridelle,8170,100,100,100,1.1,2,0,0,0.12
chapter:roam3_4:5,第二章,【星糸】セレス / 【星糸】ルミナ / 【誓姫】リリエット / 【誓姫】ロゼット,ch2_celes / ch2_lumina / ch2_lyriet / ch2_rosette,8170,100,100,100,1.1,2,0,0,1
chapter:vault4:0,第二章,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,6270,100,100,100,2.11,3,0,0,1.66
chapter:vault4:0,第二章,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,6270,100,100,100,3,3,0,0,5.41
chapter:vault4:0,第二章,【封鍵】メリオラ / 【封鍵】エリゼル / 【薔薇】ノクテル / 【薔薇】オーリアン,ch2_meliora / ch2_elyselle / ch2_noctelle / ch2_auriane,6270,100,100,100,5.02,6,0,0,1.2
chapter:vault4:1,第二章,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,7399,100,100,100,2.01,3,0,0,1.72
chapter:vault4:1,第二章,【竜姫】ドラシア / 【竜姫】リュシエ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_dracia / ch2_rucie / ch2_mirea / ch2_viola,7399,100,100,100,3.65,7,0,0,2.59
chapter:vault4:1,第二章,【封鍵】メリオラ / 【封鍵】エリゼル / 【薔薇】ノクテル / 【薔薇】オーリアン,ch2_meliora / ch2_elyselle / ch2_noctelle / ch2_auriane,7399,100,100,100,3.96,4,0,0,0.1
chapter:vault4:2,第二章,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,8527,100,100,100,2,2,0,0,1.11
chapter:vault4:2,第二章,【星糸】セレス / 【星糸】ルミナ / 【誓姫】リリエット / 【誓姫】ロゼット,ch2_celes / ch2_lumina / ch2_lyriet / ch2_rosette,8527,100,100,100,2.24,3,0,0,2.04
chapter:vault4:2,第二章,【双藤】ネヴィア / 【双藤】エルミナ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_nevia / ch2_elmina / ch2_aure / ch2_noelle,8527,100,96,96,3,3,0,0,0.77
chapter:vault4:3,第二章,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,9656,100,100,100,2,2,0,0,1.21
chapter:vault4:3,第二章,【星糸】セレス / 【星糸】ルミナ / 【誓姫】リリエット / 【誓姫】ロゼット,ch2_celes / ch2_lumina / ch2_lyriet / ch2_rosette,9656,100,100,100,2.03,3,0,0,2
chapter:vault4:3,第二章,【双藤】ネヴィア / 【双藤】エルミナ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_nevia / ch2_elmina / ch2_aure / ch2_noelle,9656,100,100,100,3,3,0,0,0.73
chapter:vault4:4,第二章,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,10000,100,100,100,2,2,0,0,0.54
chapter:vault4:4,第二章,【星糸】セレス / 【星糸】ルミナ / 【誓姫】リリエット / 【誓姫】ロゼット,ch2_celes / ch2_lumina / ch2_lyriet / ch2_rosette,10000,100,100,100,2.02,3,0,0,2
chapter:vault4:4,第二章,【双藤】ネヴィア / 【双藤】エルミナ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_nevia / ch2_elmina / ch2_aure / ch2_noelle,10000,100,100,100,2.64,3,0,0,0.73
chapter:vault4:5,第二章,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,10000,100,100,100,2,2,0,0,0.54
chapter:vault4:5,第二章,【星糸】セレス / 【星糸】ルミナ / 【誓姫】リリエット / 【誓姫】ロゼット,ch2_celes / ch2_lumina / ch2_lyriet / ch2_rosette,10000,100,100,100,2.02,3,0,0,2
chapter:vault4:5,第二章,【双藤】ネヴィア / 【双藤】エルミナ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_nevia / ch2_elmina / ch2_aure / ch2_noelle,10000,100,100,100,2.62,3,0,0,0.73
chapter:roam4_1:0,第二章,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,5600,100,100,100,2,2,0,0,0.94
chapter:roam4_1:0,第二章,【双藤】ネヴィア / 【双藤】エルミナ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_nevia / ch2_elmina / ch2_aure / ch2_noelle,5600,100,100,100,3.01,4,0,0,0.81
chapter:roam4_1:0,第二章,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,5600,100,100,100,4.07,5,0,0,1.99
chapter:roam4_1:1,第二章,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,6608,100,100,100,2,2,0,0,3.07
chapter:roam4_1:1,第二章,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,6608,100,100,100,2,2,0,0,0.31
chapter:roam4_1:1,第二章,【封鍵】メリオラ / 【封鍵】エリゼル / 【薔薇】ノクテル / 【薔薇】オーリアン,ch2_meliora / ch2_elyselle / ch2_noctelle / ch2_auriane,6608,100,100,100,3,3,0,0,1.89
chapter:roam4_1:2,第二章,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,7616,100,100,100,2,2,0,0,3
chapter:roam4_1:2,第二章,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,7616,100,100,100,2,2,0,0,0.21
chapter:roam4_1:2,第二章,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,7616,100,100,100,2.65,3,0,0,3.54
chapter:roam4_1:3,第二章,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,8624,100,100,100,1.18,2,0,0,0.07
chapter:roam4_1:3,第二章,【返誓】ロスティア / 【返誓】アルテア / 【星刻】エイレーネ / 【星刻】イリデル,ch2_rostia / ch2_althea / ch2_eirene / ch2_iridelle,8624,100,100,100,1.38,2,0,0,1.14
chapter:roam4_1:3,第二章,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,8624,100,100,100,2,2,0,0,3
chapter:roam4_1:4,第二章,【返誓】ロスティア / 【返誓】アルテア / 【星刻】エイレーネ / 【星刻】イリデル,ch2_rostia / ch2_althea / ch2_eirene / ch2_iridelle,9632,100,100,100,1.25,2,0,0,1.08
chapter:roam4_1:4,第二章,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,9632,100,100,100,2,2,0,0,2.98
chapter:roam4_1:4,第二章,【星糸】セレス / 【星糸】ルミナ / 【誓姫】リリエット / 【誓姫】ロゼット,ch2_celes / ch2_lumina / ch2_lyriet / ch2_rosette,9632,100,100,100,2,2,0,0,1.1
chapter:roam4_1:5,第二章,【返誓】ロスティア / 【返誓】アルテア / 【星刻】エイレーネ / 【星刻】イリデル,ch2_rostia / ch2_althea / ch2_eirene / ch2_iridelle,10000,100,100,100,1.16,2,0,0,1.03
chapter:roam4_1:5,第二章,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,10000,100,100,100,2,2,0,0,2.98
chapter:roam4_1:5,第二章,【星糸】セレス / 【星糸】ルミナ / 【誓姫】リリエット / 【誓姫】ロゼット,ch2_celes / ch2_lumina / ch2_lyriet / ch2_rosette,10000,100,100,100,2,2,0,0,1.09
chapter:roam4_3:0,第二章,【返誓】ロスティア / 【返誓】アルテア / 【星刻】エイレーネ / 【星刻】イリデル,ch2_rostia / ch2_althea / ch2_eirene / ch2_iridelle,5200,100,100,100,1.65,2,0,0,1.62
chapter:roam4_3:0,第二章,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,5200,100,100,100,2,2,0,0,3.04
chapter:roam4_3:0,第二章,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,5200,100,100,100,2,2,0,0,0.27
chapter:roam4_3:1,第二章,【返誓】ロスティア / 【返誓】アルテア / 【星刻】エイレーネ / 【星刻】イリデル,ch2_rostia / ch2_althea / ch2_eirene / ch2_iridelle,6136,100,100,100,1.38,2,0,0,1.63
chapter:roam4_3:1,第二章,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,6136,100,100,100,2,2,0,0,2.96
chapter:roam4_3:1,第二章,【竜姫】ドラシア / 【竜姫】リュシエ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_dracia / ch2_rucie / ch2_mirea / ch2_viola,6136,100,100,100,2.08,3,0,0,2
chapter:roam4_3:2,第二章,【返誓】ロスティア / 【返誓】アルテア / 【星刻】エイレーネ / 【星刻】イリデル,ch2_rostia / ch2_althea / ch2_eirene / ch2_iridelle,7072,100,100,100,1.04,2,0,0,1.13
chapter:roam4_3:2,第二章,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,7072,100,100,100,2,2,0,0,0
